,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Color,Order Date,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
188,189,50,Male,Hoodie,Clothing,53,Arkansas,Pink,1/22/2023,3.1,Yes,Express,Yes,Yes,5,Bank Transfer,Bi-Weekly
189,190,36,Male,Blouse,Clothing,82,West Virginia,Maroon,1/22/2023,4.4,Yes,Next Day Air,Yes,Yes,4,Credit Card,Weekly
190,191,65,Male,Coat,Outerwear,70,Indiana,Beige,1/22/2023,3,Yes,Free Shipping,Yes,Yes,48,Venmo,Quarterly
191,192,64,Male,Hat,Accessories,76,Utah,Gray,1/22/2023,3.9,Yes,Free Shipping,Yes,Yes,29,Cash,Every 3 Months
192,193,46,Male,Shoes,Footwear,29,Nebraska,Turquoise,1/22/2023,2.9,Yes,Express,Yes,Yes,12,PayPal,Bi-Weekly
193,194,36,Male,Belt,Accessories,100,North Dakota,Silver,1/22/2023,3,Yes,Standard,Yes,Yes,29,Venmo,Annually
194,195,51,Male,Backpack,Accessories,94,Missouri,Olive,1/22/2023,3.1,Yes,Express,Yes,Yes,15,Debit Card,Quarterly
195,196,51,Male,Jacket,Outerwear,25,New York,Magenta,1/22/2023,4.3,Yes,Free Shipping,Yes,Yes,34,Credit Card,Monthly
196,197,38,Male,Boots,Footwear,88,Washington,Lavender,1/23/2023,3.9,Yes,Next Day Air,Yes,Yes,41,Credit Card,Fortnightly
197,198,59,Male,Scarf,Accessories,78,South Carolina,Black,1/23/2023,3.2,Yes,2-Day Shipping,Yes,Yes,41,Credit Card,Monthly
198,199,57,Male,Jewelry,Accessories,45,Utah,Turquoise,1/23/2023,4.8,Yes,Standard,Yes,Yes,39,Credit Card,Fortnightly
199,200,54,Male,Hat,Accessories,73,Idaho,Green,1/23/2023,3.8,Yes,Express,Yes,Yes,32,Cash,Weekly
200,201,25,Male,Dress,Clothing,61,Pennsylvania,Teal,1/23/2023,3.3,Yes,Next Day Air,Yes,Yes,29,Venmo,Monthly
201,202,69,Male,Blouse,Clothing,22,Missouri,Beige,1/23/2023,4.3,Yes,Free Shipping,Yes,Yes,15,Bank Transfer,Annually
202,203,57,Male,Hat,Accessories,38,Nebraska,Magenta,1/23/2023,2.7,Yes,Express,Yes,Yes,33,Venmo,Annually
203,204,70,Male,Scarf,Accessories,38,Indiana,Yellow,1/23/2023,3.2,Yes,Next Day Air,Yes,Yes,18,Bank Transfer,Weekly
204,205,24,Male,Sneakers,Footwear,100,Arizona,Yellow,1/23/2023,4,Yes,Store Pickup,Yes,Yes,35,Cash,Bi-Weekly
205,206,67,Male,Shirt,Clothing,64,Hawaii,Silver,1/23/2023,3,Yes,Standard,Yes,Yes,25,PayPal,Weekly
206,207,24,Male,T-shirt,Clothing,55,Wisconsin,Silver,1/23/2023,4.2,Yes,Free Shipping,Yes,Yes,6,Venmo,Fortnightly
207,208,62,Male,Gloves,Accessories,91,Rhode Island,Silver,1/23/2023,2.9,Yes,Express,Yes,Yes,17,Bank Transfer,Bi-Weekly
208,209,57,Male,Skirt,Clothing,38,Wisconsin,Gold,1/23/2023,4.1,Yes,Store Pickup,Yes,Yes,17,Credit Card,Monthly
209,210,55,Male,Sandals,Footwear,97,Minnesota,Olive,1/24/2023,3.2,Yes,Store Pickup,Yes,Yes,44,Cash,Every 3 Months
210,211,45,Male,Jacket,Outerwear,22,Vermont,Teal,1/24/2023,3,Yes,2-Day Shipping,Yes,Yes,6,PayPal,Fortnightly
211,212,69,Male,Skirt,Clothing,92,South Dakota,Maroon,1/24/2023,4.2,Yes,2-Day Shipping,Yes,Yes,45,Debit Card,Fortnightly
212,213,67,Male,Handbag,Accessories,84,Virginia,Blue,1/24/2023,4.2,Yes,Express,Yes,Yes,7,Debit Card,Annually
213,214,30,Male,Handbag,Accessories,93,Nevada,Peach,1/24/2023,4.4,Yes,Store Pickup,Yes,Yes,11,Debit Card,Every 3 Months
214,215,24,Male,Jacket,Outerwear,50,Hawaii,Blue,1/24/2023,4.2,Yes,Next Day Air,Yes,Yes,41,Cash,Every 3 Months
215,216,62,Male,Scarf,Accessories,64,New Jersey,Orange,1/24/2023,2.8,Yes,2-Day Shipping,Yes,Yes,24,PayPal,Bi-Weekly
216,217,43,Male,Shorts,Clothing,61,Massachusetts,Yellow,1/24/2023,3.7,Yes,Free Shipping,Yes,Yes,21,Venmo,Weekly
217,218,35,Male,Sunglasses,Accessories,48,Oklahoma,Purple,1/24/2023,3.5,Yes,Next Day Air,Yes,Yes,24,Bank Transfer,Annually
218,219,28,Male,T-shirt,Clothing,45,California,Magenta,1/24/2023,2.9,Yes,Store Pickup,Yes,Yes,8,Credit Card,Quarterly
219,220,32,Male,Belt,Accessories,88,Nevada,Cyan,1/24/2023,3,Yes,Free Shipping,Yes,Yes,12,Cash,Fortnightly
220,221,39,Male,Sneakers,Footwear,57,Arizona,Indigo,1/24/2023,3.7,Yes,Express,Yes,Yes,48,Debit Card,Fortnightly
221,222,28,Male,Hat,Accessories,68,North Carolina,Magenta,1/24/2023,4.4,Yes,Store Pickup,Yes,Yes,6,Bank Transfer,Quarterly
222,223,47,Male,Gloves,Accessories,94,New York,Gray,1/24/2023,4.5,Yes,2-Day Shipping,Yes,Yes,14,PayPal,Fortnightly
223,224,20,Male,Pants,Clothing,41,Wyoming,Turquoise,1/24/2023,4.8,Yes,Free Shipping,Yes,Yes,34,PayPal,Annually
224,225,63,Male,Socks,Clothing,83,South Dakota,Beige,1/25/2023,2.9,Yes,Free Shipping,Yes,Yes,12,Cash,Every 3 Months
225,226,25,Male,Jacket,Outerwear,22,Arkansas,Olive,1/25/2023,3.2,Yes,Next Day Air,Yes,Yes,11,Bank Transfer,Annually
226,227,29,Male,Shoes,Footwear,74,Texas,Violet,1/25/2023,3.3,Yes,Free Shipping,Yes,Yes,5,PayPal,Monthly
227,228,50,Male,Jeans,Clothing,90,Rhode Island,Turquoise,1/25/2023,4.2,Yes,Standard,Yes,Yes,25,Venmo,Fortnightly
228,229,18,Male,Socks,Clothing,79,New Hampshire,White,1/25/2023,2.9,Yes,Store Pickup,Yes,Yes,11,Credit Card,Annually
229,230,70,Male,Sandals,Footwear,28,Ohio,Silver,1/25/2023,4.6,Yes,Next Day Air,Yes,Yes,27,PayPal,Every 3 Months
230,231,66,Male,Scarf,Accessories,88,Utah,Olive,1/25/2023,4.1,Yes,Standard,Yes,Yes,43,Credit Card,Annually
231,232,28,Male,Blouse,Clothing,26,Tennessee,Blue,1/25/2023,3.1,Yes,2-Day Shipping,Yes,Yes,18,Debit Card,Every 3 Months
232,233,54,Male,Jewelry,Accessories,27,Hawaii,Purple,1/26/2023,4.2,Yes,Express,Yes,Yes,32,Bank Transfer,Bi-Weekly
233,234,19,Male,Sweater,Clothing,83,Arizona,Yellow,1/26/2023,4.5,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Every 3 Months
234,235,20,Male,Gloves,Accessories,39,South Dakota,Silver,1/26/2023,3.7,Yes,Next Day Air,Yes,Yes,24,Credit Card,Weekly
235,236,43,Male,Sunglasses,Accessories,89,New Jersey,Cyan,1/26/2023,3.7,Yes,Free Shipping,Yes,Yes,31,Debit Card,Quarterly
236,237,38,Male,Coat,Outerwear,68,North Dakota,Green,1/26/2023,3.4,Yes,Next Day Air,Yes,Yes,39,PayPal,Fortnightly
237,238,50,Male,Dress,Clothing,90,Iowa,Beige,1/26/2023,3,Yes,Store Pickup,Yes,Yes,36,Debit Card,Fortnightly
238,239,64,Male,Skirt,Clothing,34,Ohio,Peach,1/26/2023,4.2,Yes,Free Shipping,Yes,Yes,5,Cash,Annually
239,240,49,Male,Pants,Clothing,51,Vermont,Yellow,1/26/2023,2.9,Yes,Express,Yes,Yes,47,Credit Card,Bi-Weekly
240,241,47,Male,Sweater,Clothing,45,Montana,Turquoise,1/26/2023,3.5,Yes,Free Shipping,Yes,Yes,29,Bank Transfer,Fortnightly
241,242,36,Male,Hoodie,Clothing,88,Delaware,Peach,1/26/2023,4.1,Yes,Free Shipping,Yes,Yes,43,Venmo,Bi-Weekly
242,243,55,Male,Coat,Outerwear,85,New York,Gray,1/26/2023,4.3,Yes,Store Pickup,Yes,Yes,40,Debit Card,Every 3 Months
243,244,25,Male,Jewelry,Accessories,100,Kentucky,Olive,1/27/2023,2.8,Yes,2-Day Shipping,Yes,Yes,4,Debit Card,Monthly
244,245,53,Male,Belt,Accessories,42,Oregon,Indigo,1/27/2023,4.9,Yes,2-Day Shipping,Yes,Yes,39,PayPal,Weekly
245,246,49,Male,Sandals,Footwear,53,Rhode Island,Charcoal,1/27/2023,3.3,Yes,Next Day Air,Yes,Yes,45,Venmo,Fortnightly
246,247,35,Male,Sunglasses,Accessories,86,Nevada,Beige,1/27/2023,3.2,Yes,Express,Yes,Yes,20,Venmo,Bi-Weekly
247,248,29,Male,Sweater,Clothing,66,Montana,Brown,1/27/2023,4.4,Yes,Standard,Yes,Yes,14,Debit Card,Weekly
248,249,47,Male,Belt,Accessories,100,Pennsylvania,Blue,1/27/2023,4.8,Yes,Express,Yes,Yes,33,PayPal,Weekly
249,250,53,Male,Handbag,Accessories,47,Alaska,Teal,1/27/2023,4.2,Yes,Standard,Yes,Yes,18,Credit Card,Annually
250,251,33,Male,Skirt,Clothing,25,Mississippi,Black,1/27/2023,4,Yes,Express,Yes,Yes,9,Bank Transfer,Weekly
251,252,21,Male,Handbag,Accessories,51,Wyoming,Gold,1/27/2023,2.5,Yes,Standard,Yes,Yes,34,PayPal,Annually
252,253,32,Male,Shorts,Clothing,41,Delaware,Violet,1/27/2023,3.9,Yes,Free Shipping,Yes,Yes,33,Venmo,Fortnightly
253,254,52,Male,Boots,Footwear,73,Oklahoma,Cyan,1/27/2023,4.9,Yes,2-Day Shipping,Yes,Yes,15,Bank Transfer,Bi-Weekly
254,255,67,Male,Sunglasses,Accessories,42,Indiana,White,1/27/2023,3.5,Yes,Store Pickup,Yes,Yes,4,PayPal,Bi-Weekly
255,256,43,Male,Scarf,Accessories,20,Maryland,Charcoal,1/27/2023,4.2,Yes,Free Shipping,Yes,Yes,25,Debit Card,Annually
256,257,58,Male,Jewelry,Accessories,30,South Dakota,Violet,1/27/2023,4.7,Yes,Express,Yes,Yes,20,Credit Card,Every 3 Months
257,258,20,Male,Handbag,Accessories,53,West Virginia,Red,1/28/2023,4.5,Yes,Express,Yes,Yes,5,Credit Card,Quarterly
258,259,61,Male,Gloves,Accessories,74,Alabama,Lavender,1/28/2023,2.8,Yes,Express,Yes,Yes,16,Cash,Quarterly
259,260,32,Male,Jeans,Clothing,57,Louisiana,Gold,1/28/2023,2.9,Yes,Standard,Yes,Yes,13,Debit Card,Annually
260,261,38,Male,Hat,Accessories,57,Montana,Red,1/28/2023,3.2,Yes,2-Day Shipping,Yes,Yes,11,Credit Card,Every 3 Months
261,262,21,Male,Jeans,Clothing,77,California,Magenta,1/28/2023,4.9,Yes,Standard,Yes,Yes,21,Credit Card,Annually
262,263,37,Male,Pants,Clothing,40,Hawaii,Teal,1/28/2023,3.7,Yes,Next Day Air,Yes,Yes,6,Debit Card,Annually
263,264,27,Male,Shorts,Clothing,46,Iowa,Purple,1/28/2023,4.3,Yes,Store Pickup,Yes,Yes,29,Venmo,Monthly
264,265,36,Male,Pants,Clothing,78,Colorado,Charcoal,1/28/2023,3.9,Yes,Store Pickup,Yes,Yes,15,Cash,Annually
265,266,32,Male,Backpack,Accessories,59,Michigan,Gray,1/29/2023,3.2,Yes,2-Day Shipping,Yes,Yes,17,Bank Transfer,Bi-Weekly
266,267,51,Male,Jewelry,Accessories,75,Louisiana,White,1/29/2023,3.1,Yes,Express,Yes,Yes,32,Credit Card,Weekly
267,268,64,Male,Sweater,Clothing,54,Maryland,Olive,1/29/2023,3.9,Yes,2-Day Shipping,Yes,Yes,42,Venmo,Annually
268,269,68,Male,Shoes,Footwear,42,Georgia,Charcoal,1/29/2023,2.6,Yes,Store Pickup,Yes,Yes,21,Cash,Monthly
269,270,68,Male,Blouse,Clothing,44,Georgia,Charcoal,1/29/2023,3.3,Yes,Next Day Air,Yes,Yes,9,Cash,Bi-Weekly
270,271,33,Male,Jeans,Clothing,52,North Dakota,Orange,1/29/2023,4.6,Yes,Free Shipping,Yes,Yes,16,Bank Transfer,Annually
271,272,65,Male,Sunglasses,Accessories,69,Maryland,Yellow,1/29/2023,4.6,Yes,Express,Yes,Yes,42,Credit Card,Fortnightly
272,273,48,Male,Jewelry,Accessories,26,Oregon,Beige,1/29/2023,4.4,Yes,2-Day Shipping,Yes,Yes,37,Debit Card,Bi-Weekly
273,274,69,Male,Coat,Outerwear,33,North Dakota,Silver,1/29/2023,4.2,Yes,Express,Yes,Yes,32,Debit Card,Quarterly
274,275,59,Male,Jewelry,Accessories,32,Maryland,Indigo,1/29/2023,3,Yes,Express,Yes,Yes,28,Cash,Bi-Weekly
275,276,48,Male,Backpack,Accessories,85,Virginia,Lavender,1/30/2023,4,Yes,Express,Yes,Yes,13,Credit Card,Weekly
276,277,25,Male,Skirt,Clothing,30,South Dakota,Turquoise,1/30/2023,3.5,Yes,Express,Yes,Yes,11,Bank Transfer,Fortnightly
277,278,29,Male,Shirt,Clothing,29,Georgia,Green,1/30/2023,3,Yes,Store Pickup,Yes,Yes,36,Bank Transfer,Bi-Weekly
278,279,57,Male,Sweater,Clothing,95,Hawaii,Orange,1/30/2023,3.7,Yes,Express,Yes,Yes,23,Debit Card,Annually
279,280,23,Male,Sneakers,Footwear,69,Arkansas,Turquoise,1/30/2023,4,Yes,Standard,Yes,Yes,37,Bank Transfer,Monthly
280,281,45,Male,Sandals,Footwear,69,Montana,Cyan,1/30/2023,4.2,Yes,2-Day Shipping,Yes,Yes,21,Cash,Bi-Weekly
281,282,38,Male,Belt,Accessories,61,Oklahoma,Charcoal,1/30/2023,2.5,Yes,Standard,Yes,Yes,22,Debit Card,Bi-Weekly
282,283,21,Male,Skirt,Clothing,94,Minnesota,Teal,1/30/2023,3,Yes,2-Day Shipping,Yes,Yes,9,Cash,Monthly
283,284,32,Male,Sweater,Clothing,30,Montana,Maroon,1/31/2023,3.2,Yes,Next Day Air,Yes,Yes,16,Venmo,Annually
284,285,63,Male,Skirt,Clothing,45,Ohio,Red,1/31/2023,3.5,Yes,Standard,Yes,Yes,4,PayPal,Quarterly
285,286,29,Male,Handbag,Accessories,39,Kentucky,Yellow,1/31/2023,4.8,Yes,Express,Yes,Yes,3,Debit Card,Bi-Weekly
286,287,27,Male,Jewelry,Accessories,51,Nebraska,Gray,1/31/2023,2.6,Yes,Store Pickup,Yes,Yes,6,Debit Card,Annually
287,288,56,Male,Scarf,Accessories,37,Delaware,Blue,1/31/2023,3.4,Yes,2-Day Shipping,Yes,Yes,18,Venmo,Fortnightly
288,289,30,Male,T-shirt,Clothing,62,North Carolina,Lavender,1/31/2023,3.7,Yes,2-Day Shipping,Yes,Yes,34,Venmo,Bi-Weekly
289,290,49,Male,Coat,Outerwear,85,New York,Yellow,1/31/2023,4.5,Yes,2-Day Shipping,Yes,Yes,26,Credit Card,Monthly
290,291,58,Male,T-shirt,Clothing,33,Colorado,Indigo,1/31/2023,3.7,Yes,Standard,Yes,Yes,50,PayPal,Weekly
291,292,57,Male,Dress,Clothing,26,Delaware,Violet,1/31/2023,3.3,Yes,Next Day Air,Yes,Yes,40,Bank Transfer,Monthly
292,293,60,Male,Shoes,Footwear,99,Utah,Green,1/31/2023,4.7,Yes,Free Shipping,Yes,Yes,24,Cash,Quarterly
293,294,69,Male,Handbag,Accessories,39,Connecticut,White,1/31/2023,2.7,Yes,Express,Yes,Yes,33,PayPal,Annually
294,295,70,Male,Skirt,Clothing,20,New Jersey,Gold,1/31/2023,4.6,Yes,Store Pickup,Yes,Yes,19,Credit Card,Every 3 Months
295,296,53,Male,Sunglasses,Accessories,42,West Virginia,Indigo,1/31/2023,2.7,Yes,Store Pickup,Yes,Yes,24,Credit Card,Quarterly
296,297,25,Male,Sandals,Footwear,74,Indiana,Lavender,1/31/2023,4.8,Yes,2-Day Shipping,Yes,Yes,19,Credit Card,Weekly
297,298,48,Male,Shoes,Footwear,26,Delaware,Purple,2/1/2023,4.4,Yes,Standard,Yes,Yes,4,Credit Card,Bi-Weekly
298,299,69,Male,T-shirt,Clothing,53,Maryland,Lavender,2/1/2023,4,Yes,Standard,Yes,Yes,11,Venmo,Every 3 Months
299,300,25,Male,Sneakers,Footwear,80,Pennsylvania,Maroon,2/1/2023,3.2,Yes,Next Day Air,Yes,Yes,28,PayPal,Fortnightly
300,301,29,Male,Hat,Accessories,98,Iowa,Teal,2/1/2023,,Yes,Store Pickup,Yes,Yes,24,PayPal,Weekly
301,302,46,Male,Skirt,Clothing,95,Pennsylvania,Green,2/1/2023,3.8,Yes,Standard,Yes,Yes,25,Credit Card,Every 3 Months
302,303,37,Male,Sweater,Clothing,44,Delaware,Olive,2/1/2023,3.6,Yes,Express,Yes,Yes,27,Bank Transfer,Every 3 Months
303,304,20,Male,Sandals,Footwear,60,Oregon,Turquoise,2/1/2023,3.3,Yes,Next Day Air,Yes,Yes,49,Venmo,Weekly
304,305,40,Male,Dress,Clothing,84,Oregon,Green,2/1/2023,3.4,Yes,Next Day Air,Yes,Yes,45,Credit Card,Bi-Weekly
305,306,60,Male,Sweater,Clothing,59,Utah,Teal,2/1/2023,3.5,Yes,2-Day Shipping,Yes,Yes,26,PayPal,Annually
306,307,26,Male,Jacket,Outerwear,49,North Dakota,White,2/1/2023,3.6,Yes,Express,Yes,Yes,4,Cash,Annually
307,308,29,Male,Gloves,Accessories,32,Florida,Orange,2/1/2023,,Yes,Free Shipping,Yes,Yes,3,Credit Card,Every 3 Months
308,309,66,Male,Handbag,Accessories,29,Maryland,Beige,2/2/2023,3.7,Yes,Standard,Yes,Yes,45,Venmo,Bi-Weekly
309,310,66,Male,Dress,Clothing,22,Minnesota,Yellow,2/2/2023,4.5,Yes,Standard,Yes,Yes,21,Cash,Fortnightly
310,311,56,Male,Pants,Clothing,85,Montana,Charcoal,2/2/2023,4.6,Yes,Standard,Yes,Yes,50,Cash,Fortnightly
311,312,69,Male,Jeans,Clothing,52,Rhode Island,Silver,2/2/2023,4.1,Yes,Store Pickup,Yes,Yes,19,Bank Transfer,Monthly
312,313,38,Male,Pants,Clothing,89,Massachusetts,Green,2/2/2023,3.4,Yes,Next Day Air,Yes,Yes,6,PayPal,Annually
313,314,42,Male,Dress,Clothing,77,Vermont,Pink,2/2/2023,3.7,Yes,Express,Yes,Yes,50,Credit Card,Every 3 Months
314,315,30,Male,Pants,Clothing,24,New Jersey,Purple,2/2/2023,3.3,Yes,Store Pickup,Yes,Yes,17,Debit Card,Every 3 Months
315,316,66,Male,Jewelry,Accessories,24,Wisconsin,Orange,2/2/2023,4.5,Yes,Express,Yes,Yes,24,Debit Card,Annually
316,317,36,Male,Handbag,Accessories,22,California,Charcoal,2/2/2023,3.3,Yes,Free Shipping,Yes,Yes,46,Venmo,Monthly
317,318,58,Male,Sweater,Clothing,82,West Virginia,Teal,2/2/2023,4.3,Yes,Standard,Yes,Yes,42,Cash,Every 3 Months
318,319,45,Male,Backpack,Accessories,67,South Dakota,Beige,2/2/2023,2.5,Yes,Standard,Yes,Yes,10,Cash,Annually
319,320,47,Male,Shorts,Clothing,74,Maine,White,2/2/2023,2.6,Yes,Standard,Yes,Yes,1,Cash,Every 3 Months
320,321,66,Male,Jewelry,Accessories,72,Kansas,White,2/3/2023,4.9,Yes,Standard,Yes,Yes,28,Debit Card,Quarterly
321,322,41,Male,Sneakers,Footwear,36,Vermont,Orange,2/3/2023,4.7,Yes,Free Shipping,Yes,Yes,48,Debit Card,Quarterly
322,323,41,Male,Belt,Accessories,95,Tennessee,Cyan,2/3/2023,3,Yes,Standard,Yes,Yes,47,Credit Card,Monthly
323,324,66,Male,Hoodie,Clothing,78,Tennessee,Orange,2/3/2023,3.5,Yes,Next Day Air,Yes,Yes,29,PayPal,Bi-Weekly
324,325,37,Male,Shirt,Clothing,82,Wyoming,Olive,2/3/2023,4.8,Yes,Standard,Yes,Yes,37,Venmo,Quarterly
325,326,70,Male,Pants,Clothing,70,Vermont,Charcoal,2/3/2023,4.3,Yes,Free Shipping,Yes,Yes,38,Debit Card,Annually
326,327,62,Male,Scarf,Accessories,41,New Jersey,White,2/4/2023,3.2,Yes,Store Pickup,Yes,Yes,48,Bank Transfer,Weekly
327,328,61,Male,Coat,Outerwear,42,Iowa,Teal,2/4/2023,3.1,Yes,Free Shipping,Yes,Yes,36,PayPal,Weekly
328,329,48,Male,Coat,Outerwear,50,Florida,Yellow,2/4/2023,2.8,Yes,Free Shipping,Yes,Yes,9,Credit Card,Weekly
329,330,70,Male,Socks,Clothing,31,Nevada,White,2/4/2023,2.9,Yes,2-Day Shipping,Yes,Yes,34,Bank Transfer,Monthly
330,331,46,Male,Sweater,Clothing,51,North Dakota,Beige,2/4/2023,3.7,Yes,Express,Yes,Yes,43,Venmo,Bi-Weekly
331,332,31,Male,Shirt,Clothing,98,Florida,Beige,2/4/2023,,Yes,Store Pickup,Yes,Yes,46,PayPal,Quarterly
332,333,19,Male,Shirt,Clothing,86,New York,Maroon,2/4/2023,2.8,Yes,2-Day Shipping,Yes,Yes,5,Credit Card,Monthly
333,334,39,Male,Sweater,Clothing,64,Alaska,Teal,2/4/2023,4.5,Yes,Standard,Yes,Yes,15,Bank Transfer,Bi-Weekly
334,335,41,Male,Blouse,Clothing,46,Kansas,Lavender,2/4/2023,2.6,Yes,Next Day Air,Yes,Yes,30,Credit Card,Annually
335,336,20,Male,Sweater,Clothing,85,Oregon,Maroon,2/4/2023,3.7,Yes,Standard,Yes,Yes,44,Venmo,Every 3 Months
336,337,36,Male,Hat,Accessories,81,Rhode Island,Orange,2/4/2023,4.4,Yes,Express,Yes,Yes,16,PayPal,Annually
337,338,32,Male,Sweater,Clothing,59,New Mexico,Cyan,2/5/2023,4.3,Yes,2-Day Shipping,Yes,Yes,16,Bank Transfer,Annually
338,339,69,Male,Hoodie,Clothing,79,Massachusetts,Silver,2/5/2023,3.5,Yes,Express,Yes,Yes,16,Cash,Weekly
339,340,40,Male,Shorts,Clothing,33,Pennsylvania,Teal,2/5/2023,3.8,Yes,2-Day Shipping,Yes,Yes,21,Credit Card,Every 3 Months
340,341,40,Male,Shorts,Clothing,47,New Jersey,Blue,2/5/2023,3.5,Yes,Express,Yes,Yes,39,Venmo,Every 3 Months
341,342,20,Male,Hat,Accessories,20,Utah,Blue,2/5/2023,4.6,Yes,Store Pickup,Yes,Yes,40,Debit Card,Bi-Weekly
342,343,64,Male,Coat,Outerwear,36,Kentucky,Olive,2/5/2023,2.6,Yes,Next Day Air,Yes,Yes,48,Credit Card,Every 3 Months
343,344,27,Male,Sandals,Footwear,39,Nebraska,Purple,2/5/2023,4.4,Yes,Next Day Air,Yes,Yes,26,Venmo,Monthly
344,345,24,Male,Skirt,Clothing,71,Virginia,Charcoal,2/5/2023,4,Yes,Standard,Yes,Yes,46,Debit Card,Monthly
345,346,48,Male,Shoes,Footwear,59,Wyoming,Olive,2/5/2023,4.4,Yes,Next Day Air,Yes,Yes,27,Bank Transfer,Annually
346,347,49,Male,Jeans,Clothing,50,New Mexico,Violet,2/5/2023,4.7,Yes,Next Day Air,Yes,Yes,5,Cash,Weekly
347,348,36,Male,Sandals,Footwear,41,Oregon,Red,2/5/2023,3.9,Yes,Store Pickup,Yes,Yes,43,PayPal,Fortnightly
348,349,56,Male,Blouse,Clothing,59,South Carolina,Beige,2/5/2023,2.7,Yes,Free Shipping,Yes,Yes,17,PayPal,Fortnightly
349,350,37,Male,Hat,Accessories,87,Arizona,Green,2/5/2023,3.7,Yes,2-Day Shipping,Yes,Yes,3,Bank Transfer,Bi-Weekly
350,351,42,Male,Sweater,Clothing,68,Kentucky,Violet,2/5/2023,2.6,Yes,2-Day Shipping,Yes,Yes,47,Bank Transfer,Fortnightly
351,352,28,Male,Skirt,Clothing,90,New York,Teal,2/5/2023,3.9,Yes,Standard,Yes,Yes,24,Debit Card,Bi-Weekly
352,353,27,Male,Jeans,Clothing,71,Texas,Yellow,2/6/2023,4.9,Yes,Next Day Air,Yes,Yes,12,Cash,Every 3 Months
353,354,63,Male,Sneakers,Footwear,64,Missouri,Yellow,2/6/2023,4.1,Yes,Store Pickup,Yes,Yes,35,Debit Card,Monthly
354,355,58,Male,Jewelry,Accessories,76,Pennsylvania,Olive,2/6/2023,3,Yes,Free Shipping,Yes,Yes,42,Venmo,Weekly
355,356,37,Male,Jewelry,Accessories,42,Oregon,Magenta,2/6/2023,4.1,Yes,2-Day Shipping,Yes,Yes,1,PayPal,Every 3 Months
356,357,56,Male,Pants,Clothing,80,Nevada,Black,2/6/2023,3.8,Yes,Standard,Yes,Yes,27,Cash,Weekly
357,358,18,Male,Belt,Accessories,56,Arkansas,Olive,2/6/2023,4,Yes,Standard,Yes,Yes,16,Credit Card,Bi-Weekly
358,359,48,Male,Hat,Accessories,25,Minnesota,Magenta,2/6/2023,3.6,Yes,Express,Yes,Yes,36,Credit Card,Every 3 Months
359,360,31,Male,Sneakers,Footwear,74,Georgia,Olive,2/7/2023,3,Yes,Store Pickup,Yes,Yes,30,Credit Card,Every 3 Months
360,361,51,Male,Pants,Clothing,30,Rhode Island,Teal,2/7/2023,3,Yes,Standard,Yes,Yes,18,Debit Card,Fortnightly
361,362,65,Male,T-shirt,Clothing,96,Nevada,White,2/7/2023,2.6,Yes,Free Shipping,Yes,Yes,45,Cash,Annually
362,363,53,Male,Sneakers,Footwear,64,Texas,Charcoal,2/7/2023,3.4,Yes,Free Shipping,Yes,Yes,1,Venmo,Fortnightly
363,364,55,Male,Shorts,Clothing,88,Florida,Yellow,2/7/2023,3.1,Yes,Free Shipping,Yes,Yes,42,Bank Transfer,Fortnightly
364,365,62,Male,Shoes,Footwear,88,North Dakota,Charcoal,2/7/2023,3,Yes,Free Shipping,Yes,Yes,7,Venmo,Every 3 Months
365,366,55,Male,Gloves,Accessories,88,West Virginia,Gray,2/7/2023,3.7,Yes,Standard,Yes,Yes,50,PayPal,Quarterly
366,367,64,Male,Socks,Clothing,36,Nebraska,Turquoise,2/7/2023,3.5,Yes,Store Pickup,Yes,Yes,37,Venmo,Fortnightly
367,368,52,Male,Dress,Clothing,40,Tennessee,Cyan,2/7/2023,2.8,Yes,Store Pickup,Yes,Yes,18,Bank Transfer,Monthly
368,369,24,Male,Handbag,Accessories,39,Oklahoma,Charcoal,2/7/2023,4.5,Yes,Standard,Yes,Yes,29,Cash,Monthly
369,370,38,Male,Belt,Accessories,40,Wisconsin,Silver,2/7/2023,3.3,Yes,Store Pickup,Yes,Yes,45,PayPal,Quarterly
370,371,59,Male,Scarf,Accessories,34,Oregon,Olive,2/7/2023,3.4,Yes,Express,Yes,Yes,13,PayPal,Weekly
371,372,27,Male,Sneakers,Footwear,83,North Carolina,Pink,2/7/2023,3.2,Yes,2-Day Shipping,Yes,Yes,47,PayPal,Monthly
372,373,24,Male,Sweater,Clothing,85,Pennsylvania,Orange,2/7/2023,3.7,Yes,Standard,Yes,Yes,7,Debit Card,Weekly
373,374,23,Male,Coat,Outerwear,27,North Dakota,White,2/7/2023,4.6,Yes,Express,Yes,Yes,11,Venmo,Bi-Weekly
374,375,69,Male,Jewelry,Accessories,78,Ohio,Purple,2/7/2023,5,Yes,Store Pickup,Yes,Yes,39,Bank Transfer,Monthly
375,376,59,Male,Sunglasses,Accessories,32,Oklahoma,Olive,2/8/2023,4.4,Yes,Standard,Yes,Yes,6,Debit Card,Quarterly
376,377,51,Male,Shoes,Footwear,51,South Carolina,Gray,2/8/2023,4.9,Yes,Express,Yes,Yes,2,Venmo,Bi-Weekly
